emp_no,first_name,last_name,gender,to_date,salary
85524,Lillian,Tokunaga,F,9999-01-01,48850
85525,Chenyi,Schlenzig,M,9999-01-01,43424
85526,Tzvetan,Frolund,F,9999-01-01,40000
85532,Jinxi,Imataki,F,9999-01-01,40000
85537,Tzu,Bernatsky,F,9999-01-01,55380
85242,Kirk,Ernst,F,9999-01-01,40000
85256,Odinaldo,Kroha,M,9999-01-01,62010
85551,Mohit,Perry,M,9999-01-01,40000
85552,Atilio,Perko,M,9999-01-01,41988
85555,Parke,Morrow,M,9999-01-01,61810
85258,Elzbieta,Schwabacher,M,9999-01-01,40000
85570,Shigehito,Karlin,M,9999-01-01,40000
85575,Kiyotoshi,Matzov,M,9999-01-01,53077
85264,Annemarie,Silva,M,9999-01-01,50431
85577,Deniz,Sadowski,M,9999-01-01,40000
85583,Sanjeeva,Hiyoshi,M,9999-01-01,78410
85589,Amstein,Bressoud,F,9999-01-01,52659
85267,Masaru,Winter,M,9999-01-01,70306
85278,Kamakshi,Karnin,M,9999-01-01,40000
85607,Yucai,Hertweck,F,9999-01-01,63272
85609,Otmar,Benner,M,9999-01-01,40531
85281,Tamiya,Grospietsch,F,9999-01-01,55345
85620,Yoshinari,Chvatal,M,9999-01-01,46107
85621,Steen,Peha,M,9999-01-01,81080
85622,Berthier,Dengi,M,9999-01-01,58379
85624,Ayonca,Keustermans,M,9999-01-01,57477
85295,Zvonko,Kroon,F,9999-01-01,40000
85631,Munehiro,Murtagh,M,9999-01-01,62085
85633,Salvador,Snedden,M,9999-01-01,64754
85641,Breannda,Buescher,M,9999-01-01,87504
85645,Henk,Ashish,M,9999-01-01,61130
85647,Kristian,Waymire,M,9999-01-01,49194
85669,Yishay,Denis,M,9999-01-01,48106
85675,Ziya,Spell,M,9999-01-01,40000
85692,Marin,Petersohn,M,9999-01-01,45545
85696,Wuxu,Mitzlaff,M,9999-01-01,101476
85708,Steen,Otillio,M,9999-01-01,52066
85866,Dinkar,Baek,F,9999-01-01,43242
85876,Kellyn,Merks,M,9999-01-01,41377
85719,Satosi,Rosti,M,9999-01-01,50359
85883,Takahito,Reghbati,M,9999-01-01,40000
85892,Rasikan,Binkley,F,9999-01-01,47405
85894,Teunis,Eugenio,M,9999-01-01,51786
85739,Fumino,Benzaken,F,9999-01-01,58286
85899,Chinhyun,Zaiane,F,9999-01-01,40000
85901,Tommaso,Hagimont,M,9999-01-01,78584
85910,Nishit,Lemarechal,M,9999-01-01,40000
85913,Anwar,Rehfuss,M,9999-01-01,40000
85924,Gita,Menhardt,F,9999-01-01,40000
85743,Ramalingam,Wissmann,M,9999-01-01,82074
85755,Aloys,Ozeri,F,9999-01-01,82248
85939,Xinyu,Schlegelmilch,M,9999-01-01,80062
85941,Sampalli,Lunt,M,9999-01-01,42042
85942,Jaber,Sankaranarayanan,M,9999-01-01,48914
85949,Thodoros,Penttonen,M,9999-01-01,52171
85757,Kannan,Bach,F,9999-01-01,40913
85958,Fusako,Vadhan,M,9999-01-01,63942
85761,Kazuyasu,Hofting,M,9999-01-01,45148
85968,Idoia,Lorch,M,9999-01-01,55934
85775,Georgy,Engberts,M,9999-01-01,54003
85988,Aiichiro,Brlek,M,9999-01-01,79173
85776,Dante,Reutenauer,F,9999-01-01,51609
85990,Saeko,Jakobus,M,9999-01-01,40000
85784,Nechama,Cronau,M,9999-01-01,82582
85999,Arch,Dymetman,F,9999-01-01,40000
86003,Khaled,Zielinski,F,9999-01-01,58111
86005,Sahrah,Samarati,F,9999-01-01,44056
85786,Rafail,Chaudhuri,F,9999-01-01,40000
86014,Maris,Zeilberger,M,9999-01-01,46302
86016,Eldridge,Compeau,F,9999-01-01,40000
85796,Honglan,Boissier,M,9999-01-01,61359
86023,Yuqun,Braunschweig,F,9999-01-01,93898
86029,Yuguang,Cronau,F,9999-01-01,40000
85799,Radhika,Parveen,M,9999-01-01,40000
85811,Dayanand,Bain,F,9999-01-01,60982
85812,Seshu,Erbe,F,9999-01-01,40000
85825,Hongzhu,Zedlitz,F,9999-01-01,85303
85827,Basant,Schach,M,9999-01-01,55385
85835,Pantung,Gyorkos,M,9999-01-01,40000
86037,Khaled,Badache,F,9999-01-01,44296
86045,Leah,Kavanagh,M,9999-01-01,46795
86047,Ebru,Suppi,M,9999-01-01,40000
85840,Kazuhiko,Reinhart,M,9999-01-01,40000
86052,Hidekazu,Badache,M,9999-01-01,48009
86060,Arvind,Luce,M,9999-01-01,40000
85850,Leszek,Usdin,M,9999-01-01,67113
86062,Zengping,Anido,M,9999-01-01,59613
86065,Suebskul,Fetvedt,M,9999-01-01,40000
86070,Diederik,Restivo,M,9999-01-01,40000
86071,Premsyl,Kavvadias,M,9999-01-01,63940
86074,Susanne,Zirintsis,F,9999-01-01,40782
86224,Shaunak,Ishibashi,M,9999-01-01,68998
86081,Valery,Iwayama,M,9999-01-01,53594
86082,Marsha,Redmiles,M,9999-01-01,40000
86083,Parke,Spell,F,9999-01-01,43840
86111,Flemming,Mondadori,M,9999-01-01,50594
86252,Mahendra,Selenyi,F,9999-01-01,81239
86139,Arif,Lichtman,M,9999-01-01,45879
86155,Tadahiko,Luke,F,9999-01-01,48156
86157,Kwangsub,Demizu,M,9999-01-01,40000
86164,Adit,Rothe,F,9999-01-01,40000
86267,Masato,Guting,F,9999-01-01,52868
86175,Marc,Herbst,F,9999-01-01,64066
86178,Sakthirel,Krogh,M,9999-01-01,60326
86183,Takahiro,Baja,F,9999-01-01,50558
86269,Kristinn,Swift,M,9999-01-01,64732
86196,Ugo,Cincotta,M,9999-01-01,42422
86270,Prodip,Menhoudj,F,9999-01-01,70611
86271,Ipke,Llado,M,9999-01-01,40000
86211,Shih,Vanwelkenhuysen,F,9999-01-01,55822
86275,Ipke,Genin,M,9999-01-01,51432
86217,Mari,Asrin,F,9999-01-01,55211
86282,Martien,Baak,M,9999-01-01,57545
86416,Kazuhiro,Budinsky,M,9999-01-01,40000
86436,Hilari,Kropf,M,9999-01-01,65248
86437,Zvonko,Bednarek,F,9999-01-01,40000
86445,Chaoyi,Wynblatt,M,9999-01-01,53855
86448,Fumino,Garnier,M,9999-01-01,50368
86459,Gritta,Etalle,M,9999-01-01,49887
86480,Navid,Tramer,F,9999-01-01,40000
86483,Shigenori,Gill,F,9999-01-01,40000
86491,Shuzo,Conta,F,9999-01-01,40000
86494,Masato,Perng,M,9999-01-01,40000
86499,Lech,Escriba,F,9999-01-01,56031
86284,Fabrizio,Wrigley,M,9999-01-01,54840
86287,Masami,Liesche,F,9999-01-01,86963
86513,Yishay,Murtha,M,9999-01-01,52532
86297,Susuma,Feldmann,F,9999-01-01,47407
86527,Toshiko,Pollacia,F,9999-01-01,41115
86539,Adam,Junet,F,9999-01-01,40000
86305,Nadjib,Weisert,M,9999-01-01,47059
86308,Dipankar,Muhling,F,9999-01-01,40000
86554,George,Itschner,M,9999-01-01,60425
86559,Weiye,Tsukuda,F,9999-01-01,52178
86561,Thodoros,Frolund,F,9999-01-01,42797
86321,Shiv,Vasanthakumar,M,9999-01-01,40000
86564,Jaideep,Theuretzbacher,M,9999-01-01,40000
86575,Berthier,Sinitsyn,M,9999-01-01,64344
86342,Marit,Boguraev,M,9999-01-01,57263
86351,Jackson,Staylopatis,F,9999-01-01,61911
86357,Rosalyn,Sessa,F,9999-01-01,50632
86364,Shushma,Decaestecker,F,9999-01-01,40000
86369,Barton,Stemann,M,9999-01-01,47693
86395,Duke,Grospietsch,F,9999-01-01,45824
86404,Jungsoon,Quaggetto,F,9999-01-01,54916
86600,Baocai,Baba,M,9999-01-01,77554
86608,Honglan,Shigei,F,9999-01-01,46653
86405,Sreekrishna,Bale,M,9999-01-01,40000
86612,Yuchang,McAffer,M,9999-01-01,51943
86776,Palash,Danecki,M,9999-01-01,45270
86617,Mingsen,Desikan,M,9999-01-01,59780
86626,Sashi,Polajnar,F,9999-01-01,58984
86629,Yolla,Sommer,M,9999-01-01,50529
86631,Tristan,Isaac,F,9999-01-01,84059
86634,Odysseas,Terlouw,M,9999-01-01,42947
86788,Golgen,Saoudi,M,9999-01-01,47427
86641,Kamran,Gladwell,M,9999-01-01,40000
86654,Jeane,Taubenfeld,F,9999-01-01,74763
86817,Shmuel,Sommen,F,9999-01-01,44861
86667,King,Slobodova,M,9999-01-01,40000
86674,Fumiya,Candan,F,9999-01-01,40000
86690,Carrsten,Whitcomb,M,9999-01-01,61652
86691,Kagan,Serdy,M,9999-01-01,57262
86819,Wuxu,Bisiani,M,9999-01-01,40000
86822,Halsur,Veccia,M,9999-01-01,40000
86823,Xiaopeng,Perly,F,9999-01-01,40000
86715,Katsuo,Farrag,F,9999-01-01,48888
86831,KayLiang,Nanard,M,9999-01-01,71334
86832,Duro,Magalhaes,M,9999-01-01,40000
86838,Janche,Gecseg,M,9999-01-01,42273
86746,Parke,Seiwald,F,9999-01-01,44861
86751,Feiyu,Swick,M,9999-01-01,40000
86754,Guadalupe,Vigier,F,9999-01-01,95574
86851,Kensyu,Schusler,M,9999-01-01,44504
86772,Kayoko,Chepyzhov,M,9999-01-01,40000
86852,Lijie,McFarlin,F,9999-01-01,40809
86853,Dhritiman,Giveon,M,9999-01-01,91809
86856,Vasilis,Perelgut,F,9999-01-01,60431
86862,Pascal,Fetvedt,M,9999-01-01,43765
86871,Djenana,Zolotykh,F,9999-01-01,40000
86887,Martijn,Roison,M,9999-01-01,50962
86969,Shai,Rijckaert,M,9999-01-01,40000
86970,Hugo,Zizka,F,9999-01-01,52965
86973,Shao,Honiden,M,9999-01-01,40000
86905,Alenka,Streng,M,9999-01-01,48552
86977,Volkmar,Hofstetter,M,9999-01-01,62788
86984,Lakshmi,Kawashima,F,9999-01-01,48791
86906,Adel,Fiutem,F,9999-01-01,40433
87001,Sanjit,Maquelin,F,9999-01-01,53804
86934,Jovan,Strooper,M,9999-01-01,41984
87022,Mario,Eterovic,F,9999-01-01,40000
87028,Greger,Perfilyeva,M,9999-01-01,52525
87030,Shmuel,Prenel,M,9999-01-01,72880
87043,Fay,Anily,F,9999-01-01,56191
86941,Zhiguo,Tanemo,F,9999-01-01,41397
87047,True,Beilner,M,9999-01-01,40000
87054,Szabolcs,Kandlur,F,9999-01-01,74494
87059,Girolamo,Leuchs,M,9999-01-01,40000
87060,Willard,Birdsall,M,9999-01-01,60460
86947,Vitali,Hooghiemstra,M,9999-01-01,40000
87064,Ewing,Bednarek,M,9999-01-01,52553
87066,Jaber,Zobel,M,9999-01-01,40000
87070,Tsz,Farrow,M,9999-01-01,64979
86948,Rosita,Swan,M,9999-01-01,77472
87078,Boalin,Muntz,F,9999-01-01,41587
86951,Martijn,Coors,F,9999-01-01,40000
87091,Sashi,Hiraishi,M,9999-01-01,62431
87094,Stevo,Turnbull,M,9999-01-01,48744
87095,Jixiang,Laurillard,M,9999-01-01,49047
86952,Richard,Oskamp,M,9999-01-01,42728
86957,Aris,Guenter,F,9999-01-01,45321
87107,Kasturi,Peir,M,9999-01-01,72427
87115,Charlene,Zyda,F,9999-01-01,51887
87152,Nakhoon,Byoun,M,9999-01-01,65480
87133,Alexius,Schoegge,F,9999-01-01,40000
87137,Aluzio,Tsunoo,M,9999-01-01,57390
87144,Kshitij,Naudin,M,9999-01-01,68856
87158,Nahid,Neiman,M,9999-01-01,58049
87160,Nevio,Gihr,M,9999-01-01,40000
87161,Ennio,Sudkamp,M,9999-01-01,73421
87168,Herb,Beerel,M,9999-01-01,46009
87170,Macha,Gide,M,9999-01-01,51440
87186,Shaowei,Luby,M,9999-01-01,67970
87336,Arco,Dusink,M,9999-01-01,58169
87337,Huai,Barbanera,F,9999-01-01,40000
87339,Kamakshi,Aseltine,F,9999-01-01,70026
87357,Constantijn,Kambil,M,9999-01-01,73292
87359,Sadok,Bael,M,9999-01-01,59518
87196,Caolyn,Ozery,M,9999-01-01,40000
87372,Maren,Stellhorn,F,9999-01-01,68251
87374,Sampalli,Maraist,M,9999-01-01,99927
87197,Shahab,Unni,F,9999-01-01,40000
87199,Yefim,Luck,M,9999-01-01,75346
87200,Shridhar,Skafidas,F,9999-01-01,49649
87401,Shietung,Zweizig,F,9999-01-01,40000
87202,Hatem,Coors,M,9999-01-01,86491
87211,Ohad,Masada,M,9999-01-01,68776
87415,Radhia,Thibadeau,M,9999-01-01,40000
87422,Mohamadou,Lorcy,M,9999-01-01,40000
87232,Arch,Thebaut,F,9999-01-01,67221
87442,Marjo,Jeong,M,9999-01-01,61671
87446,Theron,Wilharm,M,9999-01-01,40000
87448,Weidon,Serna,F,9999-01-01,58735
87449,Golgen,Validov,M,9999-01-01,58725
87450,Xuedong,Shobatake,F,9999-01-01,40000
87451,Zhonghui,Denos,F,9999-01-01,40000
87454,Terresa,Veeraraghavan,F,9999-01-01,40000
87461,Moni,Decaestecker,M,9999-01-01,43680
87476,Amabile,Niizuma,F,9999-01-01,54760
87480,Geoff,Mitzlaff,M,9999-01-01,67906
87483,Vesna,Baranowski,M,9999-01-01,48187
87492,Susuma,Kushner,F,9999-01-01,40000
87498,Rafols,Shobatake,F,9999-01-01,67359
87504,Fumiya,Takanami,M,9999-01-01,41444
87526,Turgut,Lanphier,M,9999-01-01,63579
87234,Boriana,Mungall,F,9999-01-01,111013
87560,Mansur,Gniady,F,9999-01-01,61428
87568,Erez,Usery,M,9999-01-01,66428
87246,Boaz,Melichar,F,9999-01-01,83488
87585,Oscar,Morrin,M,9999-01-01,47975
87269,IEEE,Etalle,M,9999-01-01,48145
87274,Hilari,Gide,F,9999-01-01,70387
87278,Masato,Kragelund,M,9999-01-01,46533
87284,Ranga,Fandrianto,M,9999-01-01,40000
87637,Qingxiang,Aamodt,M,9999-01-01,40000
87638,Fay,Raczkowsky,F,9999-01-01,40000
87640,Shigehito,Swift,M,9999-01-01,40000
87293,Kwangho,Champarnaud,M,9999-01-01,56944
87663,Lenore,Pews,M,9999-01-01,42885
87302,Martina,Garigliano,M,9999-01-01,45472
87671,Oldrich,Kandlur,M,9999-01-01,50672
87672,Sadok,Zlotek,M,9999-01-01,40000
87679,Guenter,Marciano,M,9999-01-01,52310
87681,IEEE,Birge,M,9999-01-01,64732
87306,Mabhin,Speckmann,M,9999-01-01,40000
87693,Mikhail,Osgood,F,9999-01-01,40000
87308,Shaz,Bresenham,M,9999-01-01,40000
87697,Sanjoy,Luit,M,9999-01-01,84307
87319,Zita,Bain,M,9999-01-01,40000
87323,Akemi,Nastansky,F,9999-01-01,44537
87897,Tzu,Suwa,F,9999-01-01,57195
87723,Uwe,Kowalchuk,F,9999-01-01,40000
87738,Ipke,Sluis,F,9999-01-01,80766
87902,Phuoc,Compeau,F,9999-01-01,43374
87751,Lakshmi,Frolund,M,9999-01-01,55495
87752,Yurii,Hasenauer,F,9999-01-01,44555
87944,Mahendra,Schmezko,F,9999-01-01,53125
87757,Syozo,Ghalwash,F,9999-01-01,44489
87765,Theirry,Garnham,M,9999-01-01,61690
87769,Subhrajyoti,Tomescu,M,9999-01-01,76979
87793,Fatemeh,Kakkar,M,9999-01-01,59338
87796,Boriana,Middleton,F,9999-01-01,40986
87806,Khatoun,Shokrollahi,F,9999-01-01,73596
87807,Berni,Diderrich,M,9999-01-01,40000
87948,Subhash,Kalafatis,M,9999-01-01,47925
87824,Serenella,Falster,M,9999-01-01,62751
87951,Ottavia,Rohrbach,M,9999-01-01,40000
87829,Genki,Etalle,M,9999-01-01,40000
87958,Leandro,Mattern,F,9999-01-01,40000
87840,Sungwon,Wendorf,M,9999-01-01,40000
87851,Aloys,Asser,M,9999-01-01,40000
87852,Nikolaos,Pokrovskii,M,9999-01-01,56372
87964,Alejandro,Luon,F,9999-01-01,40000
87856,Lunjin,Erol,M,9999-01-01,40000
87974,Shunichi,Peac,F,9999-01-01,60286
87869,Alassane,Luit,M,9999-01-01,75199
87875,Anneli,Reeker,F,9999-01-01,40000
87876,Dante,Perfilyeva,F,9999-01-01,55739
87881,Yechezkel,Masaki,M,9999-01-01,42916
87982,Lijia,Conia,F,9999-01-01,43820
87991,Fusako,Gubsky,F,9999-01-01,40000
87992,Moriyoshi,Iivonen,M,9999-01-01,70231
87993,Masasuke,Hiraishi,F,9999-01-01,40000
88005,Mrinalini,Brookman,M,9999-01-01,71499
88010,Prodip,Ventosa,F,9999-01-01,64145
88015,Dmitry,Akiyama,F,9999-01-01,47801
88079,Karlis,Hmelo,F,9999-01-01,40000
88080,Mack,Heuser,M,9999-01-01,82758
88089,Kwok,Alpin,M,9999-01-01,59990
88032,Urs,Serra,F,9999-01-01,61495
88101,Zongyan,Strooper,M,9999-01-01,40000
88033,Masato,Callaway,F,9999-01-01,55068
88116,Luerbio,Butterworth,F,9999-01-01,69054
88038,Monique,Jarecki,M,9999-01-01,75401
88127,Sushant,Hooghiemstra,F,9999-01-01,84840
88060,Emdad,Ferriere,M,9999-01-01,72202
88136,Shir,Stille,M,9999-01-01,61112
88137,Domenick,Brodie,M,9999-01-01,48391
88145,Sanjit,Ernst,M,9999-01-01,40641
88260,Miomir,Krzyzanowski,M,9999-01-01,45760
88190,Lech,Radivojevic,M,9999-01-01,54848
88191,Monique,Sigstam,F,9999-01-01,49564
88195,Ghassan,Krogh,F,9999-01-01,64667
88213,Zvonko,Varman,F,9999-01-01,60462
88219,Palash,Krzyzanowski,M,9999-01-01,56354
88262,Sham,Stassinopoulos,M,9999-01-01,40000
88269,Demin,Kaelbling,M,9999-01-01,53523
88287,Parke,Reistad,F,9999-01-01,76687
88246,Munenori,Slobodova,M,9999-01-01,40000
88247,Marjo,Fasbender,M,9999-01-01,58365
88255,Tesuro,Barbanera,F,9999-01-01,65795
88298,Shuji,Vidya,M,9999-01-01,54552
88314,Tsutomu,Denti,M,9999-01-01,67538
88340,Gad,Fiutem,M,9999-01-01,93555
88441,Mart,Moehrke,F,9999-01-01,43770
88449,Lihong,Naudin,F,9999-01-01,54937
88346,Francesca,Wissmann,M,9999-01-01,46690
88353,Anneke,Ranka,F,9999-01-01,49997
88354,Lijia,Jiafu,M,9999-01-01,63180
88489,Monique,Soloway,M,9999-01-01,40000
88491,Mabry,Swiler,F,9999-01-01,79982
88358,Trygve,Salinas,M,9999-01-01,63202
88495,Wilmer,Molenaar,F,9999-01-01,44248
88503,Anestis,Rosenbaum,M,9999-01-01,61291
88377,Mrinalini,Sifakis,M,9999-01-01,58946
88512,Giao,Vigier,M,9999-01-01,40000
88524,Zorica,Einsfeld,M,9999-01-01,53341
88378,Shaz,Rodier,F,9999-01-01,40000
88381,Jackson,Bondorf,M,9999-01-01,40000
88543,Geoff,Brodie,F,9999-01-01,40000
88544,Yannik,Gilg,M,9999-01-01,84808
88548,Baruch,Heijenga,F,9999-01-01,54011
88382,Genta,Penz,M,9999-01-01,40000
88556,Ute,Ravishankar,M,9999-01-01,60758
88385,Tran,Besancenot,M,9999-01-01,61724
88563,Mototsugu,Rodite,F,9999-01-01,56118
88386,Jiann,Bondorf,M,9999-01-01,40000
88570,Genta,Rosenbaum,F,9999-01-01,46244
88387,Sanjeeva,Lundstrom,F,9999-01-01,56463
88579,Vasilii,Himler,M,9999-01-01,40000
88389,Jiakeng,Waymire,F,9999-01-01,76302
88584,Sakthirel,Rikino,M,9999-01-01,66913
88393,Kauko,Farris,F,9999-01-01,66413
88399,Thodoros,Pettit,M,9999-01-01,40000
88597,Zita,Narwekar,M,9999-01-01,40000
88599,Kristin,Schneeberger,F,9999-01-01,62472
88600,Bernd,Ranze,M,9999-01-01,64507
88401,Evgueni,Eiter,M,9999-01-01,87467
88403,Nigel,Ramaiah,M,9999-01-01,42013
88408,Rasiah,Skrikant,M,9999-01-01,42714
88615,Weicheng,Shrader,M,9999-01-01,54777
88616,Tadahiro,Esposito,M,9999-01-01,48648
88628,Guoxiang,Polajnar,F,9999-01-01,40000
88636,Xiping,Jeansoulin,M,9999-01-01,47067
88646,Joydip,Niizuma,M,9999-01-01,40000
88656,Oddvar,Parveen,F,9999-01-01,72385
88661,Moheb,Frijda,F,9999-01-01,45953
88663,Adly,Deville,M,9999-01-01,53010
88679,Genta,Lichtner,F,9999-01-01,59851
88681,Genta,Alvarado,F,9999-01-01,40000
88419,Luerbio,Murillo,F,9999-01-01,40000
88698,Mary,Lundstrom,F,9999-01-01,46666
88701,Terresa,Krzyzanowski,M,9999-01-01,40000
88421,Mariusz,Kusalik,M,9999-01-01,61256
88707,Adit,Ermel,F,9999-01-01,40000
88821,Shen,Gihr,F,9999-01-01,67179
88722,Falguni,Lagarias,M,9999-01-01,56299
88741,Ottavia,Rattan,F,9999-01-01,40000
88748,Satoru,Sigstam,M,9999-01-01,40000
88754,Garnet,Thorensen,F,9999-01-01,73413
88764,Aloys,Turnbull,M,9999-01-01,62130
88765,Xuejun,Honglei,M,9999-01-01,40000
88770,Jaroslava,Mukaidono,M,9999-01-01,40000
88772,Bangqing,Pesch,F,9999-01-01,40000
88776,Bedir,Kaiser,F,9999-01-01,46507
88778,Mohammed,Gruenwald,F,9999-01-01,40000
88788,Aamer,Picel,M,9999-01-01,40000
88791,Yunming,Salvesen,M,9999-01-01,43581
88792,Stevo,Reghbati,M,9999-01-01,40000
88825,Fun,Alvarado,M,9999-01-01,64077
88796,Mang,Erol,M,9999-01-01,40000
88803,Bikash,Zambonelli,M,9999-01-01,73382
88806,Laurentiu,Ernst,M,9999-01-01,56404
88830,Shih,Auria,M,9999-01-01,58314
88835,Gad,Nivat,F,9999-01-01,49033
88865,Lalit,Peng,F,9999-01-01,76156
88866,Munehiro,Babb,F,9999-01-01,47424
88869,Miomir,Plump,M,9999-01-01,65329
88997,Leif,Giveon,M,9999-01-01,45419
89001,Zeydy,Sommen,M,9999-01-01,40000
89002,Luisa,Pelz,M,9999-01-01,43058
88890,Pranjal,Aloisi,F,9999-01-01,75936
89010,Jingling,Weisert,F,9999-01-01,40000
89014,Piyush,Jiafu,F,9999-01-01,40000
89022,Atilio,Orlowski,M,9999-01-01,76612
89026,Rafols,Siprelle,F,9999-01-01,52492
89030,Xinglin,Prochazka,M,9999-01-01,40000
89033,Sailaja,Jansen,M,9999-01-01,40000
89038,Troy,Kambil,M,9999-01-01,50185
89039,Marek,Quadeer,F,9999-01-01,40000
88893,Shaleah,Shanbhogue,M,9999-01-01,40000
89043,Mohammed,Riefers,M,9999-01-01,51706
89047,Rayond,Ishibashi,M,9999-01-01,50314
89051,Demos,Ritzmann,F,9999-01-01,68150
89053,Arunachalam,Bolsens,F,9999-01-01,40000
88905,Yakichi,Muhlberg,M,9999-01-01,45543
89060,Matt,Chandrasekhar,M,9999-01-01,65477
89063,Gen,Marshall,F,9999-01-01,53125
89074,Dmitry,Chandrasekhar,M,9999-01-01,63171
88914,Masali,Ozeki,F,9999-01-01,62256
89080,Gil,Smeets,M,9999-01-01,61361
88919,Aleksander,Savasere,M,9999-01-01,40000
88924,Qiwen,Alameldin,M,9999-01-01,40000
89112,Kwangho,Zeidenstein,M,9999-01-01,40942
89119,Pranjal,Cyne,F,9999-01-01,43007
88936,Hironobu,Belinskaya,F,9999-01-01,76884
89123,Leen,Selvestrel,M,9999-01-01,40000
89125,Danel,Sinitsyn,F,9999-01-01,40000
89133,Fumino,Kermarrec,M,9999-01-01,40696
89136,Poornachandra,Swab,M,9999-01-01,44035
88937,Angel,Waschkowski,M,9999-01-01,47606
88938,Rosine,Detkin,M,9999-01-01,58097
89148,Mads,Heering,M,9999-01-01,40000
89154,Dietrich,Isaak,M,9999-01-01,86638
88942,Leif,Senzako,F,9999-01-01,54508
89158,Qingxiang,Marwedel,F,9999-01-01,40000
89162,Yongqiao,Melter,M,9999-01-01,60695
88945,Miomir,Jahnichen,M,9999-01-01,51369
88947,Ronghao,Marletta,M,9999-01-01,40000
89179,Weijing,Kranzdorf,F,9999-01-01,71173
88973,Ingemar,Peng,F,9999-01-01,55462
88975,Miomir,Baak,M,9999-01-01,88305
88976,Younwoo,Peron,M,9999-01-01,46524
88987,Miomir,Prenel,M,9999-01-01,55482
89184,Chriss,Fargier,M,9999-01-01,40000
88989,Jaber,Gulik,M,9999-01-01,45923
89186,Gor,Marshall,M,9999-01-01,40000
89194,Arunachalam,Picht,F,9999-01-01,40000
89374,Ingemar,Itzigehl,F,9999-01-01,40000
89232,Remzi,Herath,F,9999-01-01,40000
89240,Arfst,Ecklund,M,9999-01-01,56730
89381,Paraskevi,Anily,M,9999-01-01,71064
89265,Munir,Gopalakrishnan,F,9999-01-01,75450
89270,Francoise,Chachaty,M,9999-01-01,40000
89388,Divier,Hasenauer,F,9999-01-01,68651
89275,Menkae,Jonsson,M,9999-01-01,92317
89391,Aram,Steenbeek,M,9999-01-01,40000
89392,Leen,Casperson,M,9999-01-01,40000
89300,Xiaoqiang,Schaar,F,9999-01-01,40000
89399,Erzsebet,Smeets,M,9999-01-01,40000
89305,Nidapan,Bernardinello,F,9999-01-01,45121
89315,Susumu,Montemayor,F,9999-01-01,61970
89404,Arnd,Peng,F,9999-01-01,40000
89318,Uli,Plump,F,9999-01-01,48549
89416,Mariangiola,Nitsch,M,9999-01-01,40000
89331,Ranga,Narahara,M,9999-01-01,40000
89333,Mona,Iisaka,M,9999-01-01,40000
89425,Chandrasekaran,Baba,M,9999-01-01,60385
89353,Mostafa,Akiyama,M,9999-01-01,40000
89354,Aiman,Schicker,F,9999-01-01,62703
89362,Jiafu,Flasterstein,F,9999-01-01,40000
89431,Yunming,Pileggi,F,9999-01-01,40000
89448,Vidya,Akiyama,M,9999-01-01,41561
89457,Kousuke,Peir,F,9999-01-01,41012
89476,Xiaoqiang,Perna,M,9999-01-01,40000
89553,Gilbert,Pocchiola,F,9999-01-01,40000
89480,Palash,Angelov,F,9999-01-01,71409
89567,Kankanahalli,Masand,F,9999-01-01,61968
89507,Diederik,Orlowska,F,9999-01-01,40000
89573,Ute,Varley,M,9999-01-01,89684
89598,Nectarios,Alpin,F,9999-01-01,40000
89512,Susanta,Lung,M,9999-01-01,40000
89608,Susanne,Niizuma,M,9999-01-01,40000
89525,Kristin,Pleszkun,M,9999-01-01,40000
89624,Pohua,Cherinka,M,9999-01-01,53836
89632,Hausi,Theuretzbacher,F,9999-01-01,48142
89640,Sreekrishna,Muhling,F,9999-01-01,46496
89641,Geoff,Lundstrom,M,9999-01-01,56320
89531,Sachem,Boguraev,F,9999-01-01,40000
89537,Gaurav,Tasistro,F,9999-01-01,40000
89743,Hugo,Ferriere,M,9999-01-01,63251
89669,Ult,Miake,F,9999-01-01,40000
89672,Ebbe,Feldmann,M,9999-01-01,40000
89694,Dulce,Wuwongse,M,9999-01-01,40000
89699,Uma,Keustermans,M,9999-01-01,40000
89715,Toshimori,Sanella,F,9999-01-01,63907
89724,Naftali,Kalorkoti,F,9999-01-01,40000
89932,Kerryn,Sanella,M,9999-01-01,43675
89939,Zhongwei,Larfeldt,F,9999-01-01,40000
89961,Yuping,Stenning,F,9999-01-01,64264
89969,Conrado,Cappelletti,M,9999-01-01,66779
89981,Shahaf,Masamoto,M,9999-01-01,40000
89755,Lalit,Klerer,M,9999-01-01,61402
90009,Denny,Ozeki,F,9999-01-01,50992
90013,Guenter,Cappelli,F,9999-01-01,40000
90020,Oldrich,Holburn,M,9999-01-01,40000
89760,Mandell,Ducloy,M,9999-01-01,80183
90029,Boaz,Melton,F,9999-01-01,66490
89776,Seongbae,Remmers,M,9999-01-01,74883
90048,Odinaldo,Duclos,M,9999-01-01,52174
90052,Gill,Cangellaris,M,9999-01-01,59025
89783,Volkmar,Georg,F,9999-01-01,40000
90059,Fumiyo,Setia,M,9999-01-01,60521
90061,Supot,Ramaiah,F,9999-01-01,40000
90070,Remmert,Chiola,M,9999-01-01,48746
89785,Amabile,Beerel,F,9999-01-01,44628
90080,Hyuncheol,Taubenfeld,F,9999-01-01,40000
89795,Yinlin,Kirkerud,F,9999-01-01,50952
